
=====================================
Problem:rosenbrock,  Algorithm:steepestbacktrack,  Initation:( 2.000  4.000 )'
=====================================
Iter  	gnorm     	alpha       x     
750   	1.074e+00 	9.766e-04 	( 1.915e+00  3.668e+00 )
751   	5.153e-01 	2.441e-04 	( 1.914e+00  3.668e+00 )
752   	6.588e-01 	9.766e-04 	( 1.914e+00  3.667e+00 )
753   	1.071e+00 	9.766e-04 	( 1.915e+00  3.667e+00 )
754   	5.151e-01 	2.441e-04 	( 1.914e+00  3.667e+00 )
755   	6.581e-01 	9.766e-04 	( 1.914e+00  3.666e+00 )
756   	1.069e+00 	9.766e-04 	( 1.914e+00  3.666e+00 )
757   	5.149e-01 	2.441e-04 	( 1.914e+00  3.666e+00 )
758   	6.574e-01 	9.766e-04 	( 1.914e+00  3.665e+00 )
759   	1.067e+00 	9.766e-04 	( 1.914e+00  3.665e+00 )
760   	5.147e-01 	2.441e-04 	( 1.913e+00  3.665e+00 )
761   	6.567e-01 	9.766e-04 	( 1.914e+00  3.665e+00 )
762   	1.065e+00 	9.766e-04 	( 1.914e+00  3.664e+00 )
763   	5.145e-01 	2.441e-04 	( 1.913e+00  3.664e+00 )
764   	6.561e-01 	9.766e-04 	( 1.913e+00  3.664e+00 )
765   	1.063e+00 	9.766e-04 	( 1.913e+00  3.663e+00 )
766   	5.143e-01 	2.441e-04 	( 1.913e+00  3.663e+00 )
767   	6.555e-01 	9.766e-04 	( 1.913e+00  3.663e+00 )
768   	1.062e+00 	9.766e-04 	( 1.913e+00  3.662e+00 )
769   	5.141e-01 	2.441e-04 	( 1.913e+00  3.662e+00 )
770   	6.549e-01 	9.766e-04 	( 1.913e+00  3.662e+00 )
771   	1.060e+00 	9.766e-04 	( 1.913e+00  3.661e+00 )
772   	5.139e-01 	2.441e-04 	( 1.912e+00  3.661e+00 )
773   	6.543e-01 	9.766e-04 	( 1.913e+00  3.661e+00 )
774   	1.058e+00 	9.766e-04 	( 1.913e+00  3.660e+00 )
775   	5.137e-01 	2.441e-04 	( 1.912e+00  3.660e+00 )
776   	6.537e-01 	9.766e-04 	( 1.912e+00  3.660e+00 )
777   	1.056e+00 	9.766e-04 	( 1.912e+00  3.659e+00 )
778   	5.135e-01 	2.441e-04 	( 1.912e+00  3.659e+00 )
779   	6.532e-01 	9.766e-04 	( 1.912e+00  3.659e+00 )
780   	1.055e+00 	9.766e-04 	( 1.912e+00  3.658e+00 )
781   	5.134e-01 	2.441e-04 	( 1.912e+00  3.658e+00 )
782   	6.527e-01 	9.766e-04 	( 1.912e+00  3.658e+00 )
783   	1.053e+00 	9.766e-04 	( 1.912e+00  3.657e+00 )
784   	5.132e-01 	2.441e-04 	( 1.911e+00  3.657e+00 )
785   	6.522e-01 	9.766e-04 	( 1.912e+00  3.657e+00 )
786   	1.052e+00 	9.766e-04 	( 1.912e+00  3.656e+00 )
787   	5.130e-01 	2.441e-04 	( 1.911e+00  3.656e+00 )
788   	6.517e-01 	9.766e-04 	( 1.911e+00  3.656e+00 )
789   	1.050e+00 	9.766e-04 	( 1.911e+00  3.655e+00 )
790   	5.129e-01 	2.441e-04 	( 1.911e+00  3.655e+00 )
791   	6.512e-01 	9.766e-04 	( 1.911e+00  3.655e+00 )
792   	1.049e+00 	9.766e-04 	( 1.911e+00  3.654e+00 )
793   	5.127e-01 	2.441e-04 	( 1.911e+00  3.654e+00 )
794   	6.508e-01 	9.766e-04 	( 1.911e+00  3.654e+00 )
795   	1.048e+00 	9.766e-04 	( 1.911e+00  3.653e+00 )
796   	5.126e-01 	2.441e-04 	( 1.910e+00  3.653e+00 )
797   	6.504e-01 	9.766e-04 	( 1.911e+00  3.653e+00 )
798   	1.046e+00 	9.766e-04 	( 1.911e+00  3.652e+00 )
799   	5.125e-01 	2.441e-04 	( 1.910e+00  3.652e+00 )
800   	6.500e-01 	9.766e-04 	( 1.910e+00  3.652e+00 )
801   	1.045e+00 	9.766e-04 	( 1.910e+00  3.651e+00 )
802   	5.123e-01 	2.441e-04 	( 1.910e+00  3.651e+00 )
803   	6.496e-01 	9.766e-04 	( 1.910e+00  3.651e+00 )
804   	1.044e+00 	9.766e-04 	( 1.910e+00  3.650e+00 )
805   	5.122e-01 	2.441e-04 	( 1.910e+00  3.650e+00 )
806   	6.492e-01 	9.766e-04 	( 1.910e+00  3.650e+00 )
807   	1.043e+00 	9.766e-04 	( 1.910e+00  3.649e+00 )
808   	5.121e-01 	2.441e-04 	( 1.909e+00  3.649e+00 )
809   	6.489e-01 	9.766e-04 	( 1.910e+00  3.649e+00 )
810   	1.041e+00 	9.766e-04 	( 1.910e+00  3.648e+00 )
811   	5.120e-01 	2.441e-04 	( 1.909e+00  3.648e+00 )
812   	6.485e-01 	9.766e-04 	( 1.909e+00  3.648e+00 )
813   	1.040e+00 	9.766e-04 	( 1.909e+00  3.647e+00 )
814   	5.119e-01 	2.441e-04 	( 1.909e+00  3.647e+00 )
815   	6.482e-01 	9.766e-04 	( 1.909e+00  3.647e+00 )
816   	1.039e+00 	9.766e-04 	( 1.909e+00  3.646e+00 )
817   	5.118e-01 	2.441e-04 	( 1.909e+00  3.646e+00 )
818   	6.479e-01 	9.766e-04 	( 1.909e+00  3.646e+00 )
819   	1.038e+00 	9.766e-04 	( 1.909e+00  3.645e+00 )
820   	5.117e-01 	2.441e-04 	( 1.908e+00  3.645e+00 )
821   	6.477e-01 	9.766e-04 	( 1.909e+00  3.645e+00 )
822   	1.037e+00 	9.766e-04 	( 1.909e+00  3.644e+00 )
823   	5.116e-01 	2.441e-04 	( 1.908e+00  3.644e+00 )
824   	6.474e-01 	9.766e-04 	( 1.908e+00  3.644e+00 )
825   	1.037e+00 	9.766e-04 	( 1.908e+00  3.643e+00 )
826   	5.115e-01 	2.441e-04 	( 1.908e+00  3.643e+00 )
827   	6.471e-01 	9.766e-04 	( 1.908e+00  3.643e+00 )
828   	1.036e+00 	9.766e-04 	( 1.908e+00  3.642e+00 )
829   	5.114e-01 	2.441e-04 	( 1.908e+00  3.642e+00 )
830   	6.469e-01 	9.766e-04 	( 1.908e+00  3.642e+00 )
831   	1.035e+00 	9.766e-04 	( 1.908e+00  3.641e+00 )
832   	5.113e-01 	2.441e-04 	( 1.907e+00  3.641e+00 )
833   	6.467e-01 	9.766e-04 	( 1.907e+00  3.641e+00 )
834   	1.034e+00 	9.766e-04 	( 1.908e+00  3.640e+00 )
835   	5.112e-01 	2.441e-04 	( 1.907e+00  3.640e+00 )
836   	6.465e-01 	9.766e-04 	( 1.907e+00  3.640e+00 )
837   	1.033e+00 	9.766e-04 	( 1.907e+00  3.640e+00 )
838   	5.112e-01 	2.441e-04 	( 1.907e+00  3.639e+00 )
839   	6.463e-01 	9.766e-04 	( 1.907e+00  3.639e+00 )
840   	1.033e+00 	9.766e-04 	( 1.907e+00  3.639e+00 )
841   	5.111e-01 	2.441e-04 	( 1.907e+00  3.638e+00 )
842   	6.461e-01 	9.766e-04 	( 1.907e+00  3.638e+00 )
843   	1.032e+00 	9.766e-04 	( 1.907e+00  3.638e+00 )
844   	5.110e-01 	2.441e-04 	( 1.906e+00  3.637e+00 )
845   	6.459e-01 	9.766e-04 	( 1.906e+00  3.637e+00 )
846   	1.031e+00 	9.766e-04 	( 1.907e+00  3.637e+00 )
847   	5.110e-01 	2.441e-04 	( 1.906e+00  3.636e+00 )
848   	6.458e-01 	9.766e-04 	( 1.906e+00  3.636e+00 )
849   	1.031e+00 	9.766e-04 	( 1.906e+00  3.636e+00 )
850   	5.109e-01 	2.441e-04 	( 1.906e+00  3.635e+00 )
851   	6.456e-01 	9.766e-04 	( 1.906e+00  3.635e+00 )
852   	1.030e+00 	9.766e-04 	( 1.906e+00  3.635e+00 )
853   	5.109e-01 	2.441e-04 	( 1.905e+00  3.634e+00 )
854   	6.455e-01 	9.766e-04 	( 1.906e+00  3.634e+00 )
855   	1.030e+00 	9.766e-04 	( 1.906e+00  3.634e+00 )
856   	5.108e-01 	2.441e-04 	( 1.905e+00  3.633e+00 )
857   	6.454e-01 	9.766e-04 	( 1.905e+00  3.633e+00 )
858   	1.029e+00 	9.766e-04 	( 1.906e+00  3.633e+00 )
859   	5.108e-01 	2.441e-04 	( 1.905e+00  3.632e+00 )
860   	6.453e-01 	9.766e-04 	( 1.905e+00  3.632e+00 )
861   	1.029e+00 	9.766e-04 	( 1.905e+00  3.632e+00 )
862   	5.107e-01 	2.441e-04 	( 1.905e+00  3.631e+00 )
863   	6.452e-01 	9.766e-04 	( 1.905e+00  3.631e+00 )
864   	1.028e+00 	9.766e-04 	( 1.905e+00  3.631e+00 )
865   	5.107e-01 	2.441e-04 	( 1.904e+00  3.630e+00 )
866   	6.451e-01 	9.766e-04 	( 1.905e+00  3.630e+00 )
867   	1.028e+00 	9.766e-04 	( 1.905e+00  3.630e+00 )
868   	5.107e-01 	2.441e-04 	( 1.904e+00  3.629e+00 )
869   	6.450e-01 	9.766e-04 	( 1.904e+00  3.629e+00 )
870   	1.027e+00 	9.766e-04 	( 1.904e+00  3.629e+00 )
871   	5.106e-01 	2.441e-04 	( 1.904e+00  3.628e+00 )
872   	6.450e-01 	9.766e-04 	( 1.904e+00  3.628e+00 )
873   	1.027e+00 	9.766e-04 	( 1.904e+00  3.628e+00 )
874   	5.106e-01 	2.441e-04 	( 1.904e+00  3.627e+00 )
875   	6.449e-01 	9.766e-04 	( 1.904e+00  3.627e+00 )
876   	1.027e+00 	9.766e-04 	( 1.904e+00  3.627e+00 )
877   	5.106e-01 	2.441e-04 	( 1.903e+00  3.626e+00 )
878   	6.449e-01 	9.766e-04 	( 1.904e+00  3.626e+00 )
879   	1.026e+00 	9.766e-04 	( 1.904e+00  3.626e+00 )
880   	5.106e-01 	2.441e-04 	( 1.903e+00  3.626e+00 )
881   	6.449e-01 	9.766e-04 	( 1.903e+00  3.625e+00 )
882   	1.026e+00 	9.766e-04 	( 1.903e+00  3.625e+00 )
883   	5.105e-01 	2.441e-04 	( 1.903e+00  3.625e+00 )
884   	6.448e-01 	9.766e-04 	( 1.903e+00  3.624e+00 )
885   	1.026e+00 	9.766e-04 	( 1.903e+00  3.624e+00 )
886   	5.105e-01 	2.441e-04 	( 1.903e+00  3.624e+00 )
887   	6.448e-01 	9.766e-04 	( 1.903e+00  3.623e+00 )
888   	1.025e+00 	9.766e-04 	( 1.903e+00  3.623e+00 )
889   	5.105e-01 	2.441e-04 	( 1.902e+00  3.623e+00 )
890   	6.448e-01 	9.766e-04 	( 1.903e+00  3.622e+00 )
891   	1.025e+00 	9.766e-04 	( 1.903e+00  3.622e+00 )
892   	5.105e-01 	2.441e-04 	( 1.902e+00  3.622e+00 )
893   	6.448e-01 	9.766e-04 	( 1.902e+00  3.621e+00 )
894   	1.025e+00 	9.766e-04 	( 1.902e+00  3.621e+00 )
895   	5.105e-01 	2.441e-04 	( 1.902e+00  3.621e+00 )
896   	6.448e-01 	9.766e-04 	( 1.902e+00  3.620e+00 )
897   	1.025e+00 	9.766e-04 	( 1.902e+00  3.620e+00 )
898   	5.105e-01 	2.441e-04 	( 1.902e+00  3.620e+00 )
899   	6.449e-01 	9.766e-04 	( 1.902e+00  3.619e+00 )
900   	1.025e+00 	9.766e-04 	( 1.902e+00  3.619e+00 )
901   	5.105e-01 	2.441e-04 	( 1.901e+00  3.619e+00 )
902   	6.449e-01 	9.766e-04 	( 1.902e+00  3.619e+00 )
903   	1.025e+00 	9.766e-04 	( 1.902e+00  3.618e+00 )
904   	5.105e-01 	2.441e-04 	( 1.901e+00  3.618e+00 )
905   	6.449e-01 	9.766e-04 	( 1.901e+00  3.618e+00 )
906   	1.025e+00 	9.766e-04 	( 1.901e+00  3.617e+00 )
907   	5.105e-01 	2.441e-04 	( 1.901e+00  3.617e+00 )
908   	6.450e-01 	9.766e-04 	( 1.901e+00  3.617e+00 )
909   	1.024e+00 	9.766e-04 	( 1.901e+00  3.616e+00 )
910   	5.105e-01 	2.441e-04 	( 1.901e+00  3.616e+00 )
911   	6.450e-01 	9.766e-04 	( 1.901e+00  3.616e+00 )
912   	1.024e+00 	9.766e-04 	( 1.901e+00  3.615e+00 )
913   	5.105e-01 	2.441e-04 	( 1.900e+00  3.615e+00 )
914   	6.451e-01 	9.766e-04 	( 1.901e+00  3.615e+00 )
915   	1.024e+00 	9.766e-04 	( 1.901e+00  3.614e+00 )
916   	5.105e-01 	2.441e-04 	( 1.900e+00  3.614e+00 )
917   	6.452e-01 	9.766e-04 	( 1.900e+00  3.614e+00 )
918   	1.024e+00 	9.766e-04 	( 1.900e+00  3.613e+00 )
919   	5.105e-01 	2.441e-04 	( 1.900e+00  3.613e+00 )
920   	6.452e-01 	9.766e-04 	( 1.900e+00  3.613e+00 )
921   	1.024e+00 	9.766e-04 	( 1.900e+00  3.612e+00 )
922   	5.105e-01 	2.441e-04 	( 1.900e+00  3.612e+00 )
923   	6.453e-01 	9.766e-04 	( 1.900e+00  3.612e+00 )
924   	1.024e+00 	9.766e-04 	( 1.900e+00  3.611e+00 )
925   	5.105e-01 	2.441e-04 	( 1.899e+00  3.611e+00 )
926   	6.454e-01 	9.766e-04 	( 1.900e+00  3.611e+00 )
927   	1.024e+00 	9.766e-04 	( 1.900e+00  3.610e+00 )
928   	5.106e-01 	2.441e-04 	( 1.899e+00  3.610e+00 )
929   	6.455e-01 	9.766e-04 	( 1.899e+00  3.610e+00 )
930   	1.024e+00 	9.766e-04 	( 1.899e+00  3.609e+00 )
931   	5.106e-01 	2.441e-04 	( 1.899e+00  3.609e+00 )
932   	6.456e-01 	9.766e-04 	( 1.899e+00  3.609e+00 )
933   	1.024e+00 	9.766e-04 	( 1.899e+00  3.608e+00 )
934   	5.106e-01 	2.441e-04 	( 1.899e+00  3.608e+00 )
935   	6.457e-01 	9.766e-04 	( 1.899e+00  3.608e+00 )
936   	1.024e+00 	9.766e-04 	( 1.899e+00  3.607e+00 )
937   	5.106e-01 	2.441e-04 	( 1.898e+00  3.607e+00 )
938   	6.458e-01 	9.766e-04 	( 1.899e+00  3.607e+00 )
939   	1.024e+00 	9.766e-04 	( 1.899e+00  3.606e+00 )
940   	5.106e-01 	2.441e-04 	( 1.898e+00  3.606e+00 )
941   	6.459e-01 	9.766e-04 	( 1.898e+00  3.606e+00 )
942   	1.024e+00 	9.766e-04 	( 1.898e+00  3.605e+00 )
943   	5.107e-01 	2.441e-04 	( 1.898e+00  3.605e+00 )
944   	6.460e-01 	9.766e-04 	( 1.898e+00  3.605e+00 )
945   	1.025e+00 	9.766e-04 	( 1.898e+00  3.604e+00 )
946   	5.107e-01 	2.441e-04 	( 1.898e+00  3.604e+00 )
947   	6.461e-01 	9.766e-04 	( 1.898e+00  3.604e+00 )
948   	1.025e+00 	9.766e-04 	( 1.898e+00  3.603e+00 )
949   	5.107e-01 	2.441e-04 	( 1.897e+00  3.603e+00 )
950   	6.463e-01 	9.766e-04 	( 1.897e+00  3.603e+00 )
951   	1.025e+00 	9.766e-04 	( 1.898e+00  3.602e+00 )
952   	5.108e-01 	2.441e-04 	( 1.897e+00  3.602e+00 )
953   	6.464e-01 	9.766e-04 	( 1.897e+00  3.602e+00 )
954   	1.025e+00 	9.766e-04 	( 1.897e+00  3.601e+00 )
955   	5.108e-01 	2.441e-04 	( 1.897e+00  3.601e+00 )
956   	6.465e-01 	9.766e-04 	( 1.897e+00  3.601e+00 )
957   	1.025e+00 	9.766e-04 	( 1.897e+00  3.601e+00 )
958   	5.108e-01 	2.441e-04 	( 1.897e+00  3.600e+00 )
959   	6.466e-01 	9.766e-04 	( 1.897e+00  3.600e+00 )
960   	1.025e+00 	9.766e-04 	( 1.897e+00  3.600e+00 )
961   	5.108e-01 	2.441e-04 	( 1.896e+00  3.599e+00 )
962   	6.468e-01 	9.766e-04 	( 1.896e+00  3.599e+00 )
963   	1.025e+00 	9.766e-04 	( 1.897e+00  3.599e+00 )
964   	5.109e-01 	2.441e-04 	( 1.896e+00  3.598e+00 )
965   	6.469e-01 	9.766e-04 	( 1.896e+00  3.598e+00 )
966   	1.025e+00 	9.766e-04 	( 1.896e+00  3.598e+00 )
967   	5.109e-01 	2.441e-04 	( 1.896e+00  3.597e+00 )
968   	6.471e-01 	9.766e-04 	( 1.896e+00  3.597e+00 )
969   	1.026e+00 	9.766e-04 	( 1.896e+00  3.597e+00 )
970   	5.110e-01 	2.441e-04 	( 1.896e+00  3.596e+00 )
971   	6.472e-01 	9.766e-04 	( 1.896e+00  3.596e+00 )
972   	1.026e+00 	9.766e-04 	( 1.896e+00  3.596e+00 )
973   	5.110e-01 	2.441e-04 	( 1.895e+00  3.595e+00 )
974   	6.473e-01 	9.766e-04 	( 1.895e+00  3.595e+00 )
975   	1.026e+00 	9.766e-04 	( 1.896e+00  3.595e+00 )
976   	5.110e-01 	2.441e-04 	( 1.895e+00  3.594e+00 )
977   	6.475e-01 	9.766e-04 	( 1.895e+00  3.594e+00 )
978   	1.026e+00 	9.766e-04 	( 1.895e+00  3.594e+00 )
979   	5.111e-01 	2.441e-04 	( 1.895e+00  3.593e+00 )
980   	6.476e-01 	9.766e-04 	( 1.895e+00  3.593e+00 )
981   	1.026e+00 	9.766e-04 	( 1.895e+00  3.593e+00 )
982   	5.111e-01 	2.441e-04 	( 1.894e+00  3.592e+00 )
983   	6.478e-01 	9.766e-04 	( 1.895e+00  3.592e+00 )
984   	1.026e+00 	9.766e-04 	( 1.895e+00  3.592e+00 )
985   	5.111e-01 	2.441e-04 	( 1.894e+00  3.591e+00 )
986   	6.479e-01 	9.766e-04 	( 1.894e+00  3.591e+00 )
987   	1.026e+00 	9.766e-04 	( 1.895e+00  3.591e+00 )
988   	5.112e-01 	2.441e-04 	( 1.894e+00  3.590e+00 )
989   	6.481e-01 	9.766e-04 	( 1.894e+00  3.590e+00 )
990   	1.027e+00 	9.766e-04 	( 1.894e+00  3.590e+00 )
991   	5.112e-01 	2.441e-04 	( 1.894e+00  3.590e+00 )
992   	6.482e-01 	9.766e-04 	( 1.894e+00  3.589e+00 )
993   	1.027e+00 	9.766e-04 	( 1.894e+00  3.589e+00 )
994   	5.112e-01 	2.441e-04 	( 1.893e+00  3.589e+00 )
995   	6.484e-01 	9.766e-04 	( 1.894e+00  3.588e+00 )
996   	1.027e+00 	9.766e-04 	( 1.894e+00  3.588e+00 )
997   	5.113e-01 	2.441e-04 	( 1.893e+00  3.588e+00 )
998   	6.485e-01 	9.766e-04 	( 1.893e+00  3.587e+00 )
999   	1.027e+00 	9.766e-04 	( 1.893e+00  3.587e+00 )
1000  	5.113e-01 	2.441e-04 	( 1.893e+00  3.587e+00 )

=====================================
Problem:rosenbrock,  Algorithm:steepestwolfe,  Initation:( 2.000  4.000 )'
=====================================
Iter  	gnorm     	alpha       x     
0     	1.369e+00 	4.883e-04 	( 2.000e+00  4.000e+00 )
1     	9.738e-01 	4.883e-04 	( 1.999e+00  4.000e+00 )
2     	7.386e-01 	4.883e-04 	( 2.000e+00  4.000e+00 )
3     	1.380e+00 	9.766e-04 	( 1.999e+00  3.999e+00 )
4     	9.803e-01 	4.883e-04 	( 2.000e+00  3.999e+00 )
5     	7.419e-01 	4.883e-04 	( 1.999e+00  3.999e+00 )
6     	6.100e-01 	4.883e-04 	( 1.999e+00  3.998e+00 )
7     	9.856e-01 	9.766e-04 	( 1.999e+00  3.998e+00 )
8     	7.448e-01 	4.883e-04 	( 1.999e+00  3.998e+00 )
9     	6.113e-01 	4.883e-04 	( 1.999e+00  3.998e+00 )
10    	9.898e-01 	9.766e-04 	( 1.999e+00  3.997e+00 )
11    	7.468e-01 	4.883e-04 	( 1.998e+00  3.997e+00 )
12    	6.123e-01 	4.883e-04 	( 1.999e+00  3.997e+00 )
13    	9.930e-01 	9.766e-04 	( 1.998e+00  3.996e+00 )
14    	7.486e-01 	4.883e-04 	( 1.999e+00  3.996e+00 )
15    	6.130e-01 	4.883e-04 	( 1.998e+00  3.996e+00 )
16    	9.951e-01 	9.766e-04 	( 1.998e+00  3.996e+00 )
17    	7.494e-01 	4.883e-04 	( 1.998e+00  3.995e+00 )
18    	6.133e-01 	4.883e-04 	( 1.998e+00  3.995e+00 )
19    	9.963e-01 	9.766e-04 	( 1.998e+00  3.995e+00 )
20    	7.499e-01 	4.883e-04 	( 1.998e+00  3.994e+00 )
21    	6.134e-01 	4.883e-04 	( 1.998e+00  3.994e+00 )
22    	9.962e-01 	9.766e-04 	( 1.998e+00  3.994e+00 )
23    	7.495e-01 	4.883e-04 	( 1.997e+00  3.993e+00 )
24    	6.131e-01 	4.883e-04 	( 1.998e+00  3.993e+00 )
25    	9.953e-01 	9.766e-04 	( 1.998e+00  3.993e+00 )
26    	7.488e-01 	4.883e-04 	( 1.998e+00  3.992e+00 )
27    	6.125e-01 	4.883e-04 	( 1.997e+00  3.992e+00 )
28    	9.931e-01 	9.766e-04 	( 1.997e+00  3.992e+00 )
29    	7.472e-01 	4.883e-04 	( 1.997e+00  3.991e+00 )
30    	6.116e-01 	4.883e-04 	( 1.997e+00  3.991e+00 )
31    	9.900e-01 	9.766e-04 	( 1.997e+00  3.991e+00 )
32    	7.453e-01 	4.883e-04 	( 1.997e+00  3.990e+00 )
33    	6.104e-01 	4.883e-04 	( 1.997e+00  3.990e+00 )
34    	9.858e-01 	9.766e-04 	( 1.997e+00  3.990e+00 )
35    	7.425e-01 	4.883e-04 	( 1.997e+00  3.990e+00 )
36    	6.088e-01 	4.883e-04 	( 1.997e+00  3.989e+00 )
37    	9.807e-01 	9.766e-04 	( 1.997e+00  3.989e+00 )
38    	7.394e-01 	4.883e-04 	( 1.997e+00  3.989e+00 )
39    	1.379e+00 	9.766e-04 	( 1.996e+00  3.988e+00 )
40    	9.748e-01 	4.883e-04 	( 1.997e+00  3.988e+00 )
41    	7.357e-01 	4.883e-04 	( 1.996e+00  3.988e+00 )
42    	1.368e+00 	9.766e-04 	( 1.996e+00  3.987e+00 )
43    	9.671e-01 	4.883e-04 	( 1.996e+00  3.987e+00 )
44    	7.312e-01 	4.883e-04 	( 1.996e+00  3.987e+00 )
45    	1.355e+00 	9.766e-04 	( 1.996e+00  3.987e+00 )
46    	9.593e-01 	4.883e-04 	( 1.996e+00  3.986e+00 )
47    	7.265e-01 	4.883e-04 	( 1.996e+00  3.986e+00 )
48    	1.340e+00 	9.766e-04 	( 1.996e+00  3.986e+00 )
49    	9.498e-01 	4.883e-04 	( 1.995e+00  3.985e+00 )
50    	7.210e-01 	4.883e-04 	( 1.996e+00  3.985e+00 )
51    	1.325e+00 	9.766e-04 	( 1.995e+00  3.985e+00 )
52    	9.403e-01 	4.883e-04 	( 1.996e+00  3.984e+00 )
53    	7.153e-01 	4.883e-04 	( 1.995e+00  3.984e+00 )
54    	1.308e+00 	9.766e-04 	( 1.996e+00  3.984e+00 )
55    	9.292e-01 	4.883e-04 	( 1.995e+00  3.983e+00 )
56    	7.090e-01 	4.883e-04 	( 1.995e+00  3.983e+00 )
57    	1.289e+00 	9.766e-04 	( 1.995e+00  3.983e+00 )
58    	9.182e-01 	4.883e-04 	( 1.995e+00  3.982e+00 )
59    	7.025e-01 	4.883e-04 	( 1.995e+00  3.982e+00 )
60    	1.270e+00 	9.766e-04 	( 1.995e+00  3.982e+00 )
61    	9.058e-01 	4.883e-04 	( 1.994e+00  3.982e+00 )
62    	6.955e-01 	4.883e-04 	( 1.995e+00  3.981e+00 )
63    	1.249e+00 	9.766e-04 	( 1.995e+00  3.981e+00 )
64    	8.935e-01 	4.883e-04 	( 1.995e+00  3.981e+00 )
65    	6.883e-01 	4.883e-04 	( 1.994e+00  3.980e+00 )
66    	1.227e+00 	9.766e-04 	( 1.995e+00  3.980e+00 )
67    	8.799e-01 	4.883e-04 	( 1.994e+00  3.980e+00 )
68    	6.807e-01 	4.883e-04 	( 1.994e+00  3.979e+00 )
69    	1.205e+00 	9.766e-04 	( 1.994e+00  3.979e+00 )
70    	8.665e-01 	4.883e-04 	( 1.994e+00  3.979e+00 )
71    	6.731e-01 	4.883e-04 	( 1.994e+00  3.979e+00 )
72    	1.181e+00 	9.766e-04 	( 1.994e+00  3.978e+00 )
73    	8.521e-01 	4.883e-04 	( 1.994e+00  3.978e+00 )
74    	6.651e-01 	4.883e-04 	( 1.994e+00  3.978e+00 )
75    	1.157e+00 	9.766e-04 	( 1.994e+00  3.977e+00 )
76    	8.379e-01 	4.883e-04 	( 1.994e+00  3.977e+00 )
77    	6.572e-01 	4.883e-04 	( 1.993e+00  3.977e+00 )
78    	1.132e+00 	9.766e-04 	( 1.994e+00  3.976e+00 )
79    	8.229e-01 	4.883e-04 	( 1.993e+00  3.976e+00 )
80    	6.490e-01 	4.883e-04 	( 1.994e+00  3.976e+00 )
81    	1.107e+00 	9.766e-04 	( 1.993e+00  3.976e+00 )
82    	8.081e-01 	4.883e-04 	( 1.993e+00  3.975e+00 )
83    	6.409e-01 	4.883e-04 	( 1.993e+00  3.975e+00 )
84    	1.082e+00 	9.766e-04 	( 1.993e+00  3.975e+00 )
85    	7.928e-01 	4.883e-04 	( 1.993e+00  3.974e+00 )
86    	6.326e-01 	4.883e-04 	( 1.993e+00  3.974e+00 )
87    	1.056e+00 	9.766e-04 	( 1.993e+00  3.974e+00 )
88    	7.778e-01 	4.883e-04 	( 1.993e+00  3.973e+00 )
89    	6.245e-01 	4.883e-04 	( 1.992e+00  3.973e+00 )
90    	1.029e+00 	9.766e-04 	( 1.993e+00  3.973e+00 )
91    	7.624e-01 	4.883e-04 	( 1.992e+00  3.972e+00 )
92    	6.163e-01 	4.883e-04 	( 1.993e+00  3.972e+00 )
93    	1.003e+00 	9.766e-04 	( 1.992e+00  3.972e+00 )
94    	7.475e-01 	4.883e-04 	( 1.993e+00  3.971e+00 )
95    	6.084e-01 	4.883e-04 	( 1.992e+00  3.971e+00 )
96    	9.770e-01 	9.766e-04 	( 1.992e+00  3.971e+00 )
97    	7.323e-01 	4.883e-04 	( 1.992e+00  3.971e+00 )
98    	1.353e+00 	9.766e-04 	( 1.992e+00  3.970e+00 )
99    	9.503e-01 	4.883e-04 	( 1.992e+00  3.970e+00 )
100   	7.173e-01 	4.883e-04 	( 1.992e+00  3.970e+00 )
101   	1.310e+00 	9.766e-04 	( 1.992e+00  3.969e+00 )
102   	9.247e-01 	4.883e-04 	( 1.992e+00  3.969e+00 )
103   	7.027e-01 	4.883e-04 	( 1.991e+00  3.969e+00 )
104   	1.267e+00 	9.766e-04 	( 1.992e+00  3.968e+00 )
105   	8.986e-01 	4.883e-04 	( 1.991e+00  3.968e+00 )
106   	6.883e-01 	4.883e-04 	( 1.992e+00  3.968e+00 )
107   	1.225e+00 	9.766e-04 	( 1.991e+00  3.968e+00 )
108   	8.736e-01 	4.883e-04 	( 1.992e+00  3.967e+00 )
109   	6.744e-01 	4.883e-04 	( 1.991e+00  3.967e+00 )
110   	1.183e+00 	9.766e-04 	( 1.991e+00  3.967e+00 )
111   	8.485e-01 	4.883e-04 	( 1.991e+00  3.966e+00 )
112   	6.607e-01 	4.883e-04 	( 1.991e+00  3.966e+00 )
113   	1.141e+00 	9.766e-04 	( 1.991e+00  3.966e+00 )
114   	8.245e-01 	4.883e-04 	( 1.991e+00  3.965e+00 )
115   	6.476e-01 	4.883e-04 	( 1.990e+00  3.965e+00 )
116   	1.101e+00 	9.766e-04 	( 1.991e+00  3.965e+00 )
117   	8.006e-01 	4.883e-04 	( 1.990e+00  3.964e+00 )
118   	6.349e-01 	4.883e-04 	( 1.991e+00  3.964e+00 )
119   	1.061e+00 	9.766e-04 	( 1.990e+00  3.964e+00 )
120   	7.780e-01 	4.883e-04 	( 1.991e+00  3.963e+00 )
121   	6.228e-01 	4.883e-04 	( 1.990e+00  3.963e+00 )
122   	1.023e+00 	9.766e-04 	( 1.990e+00  3.963e+00 )
